k,silhouette,davies_bouldin,calinski_harabasz,stability_ari_mean,stability_ari_p10,rank_sum
2,0.2593169555318255,1.525996583605209,69.52333173902912,0.7915703211618172,0.4705307438376163,9.0
3,0.2848589191898987,1.3891879777181646,70.9400080031512,0.9744735521041736,0.9370921926759135,4.0
4,0.2586075384934024,1.816990523225169,56.18878220881203,0.8354067299762246,0.7015148270341167,15.0
5,0.23152834284691684,1.6810742019980314,47.15635601129616,0.7598367344510317,0.6353205494359215,18.0
6,0.23716725754166543,1.5543938572772371,41.70078627203861,0.713819156249322,0.6180210422228394,17.0
7,0.2036275812271175,1.660585112115763,38.68553412751144,0.6723393261503795,0.5278311068799938,22.0
8,0.1570139556393107,1.740859263995342,35.80525027642259,0.5540223903919916,0.4579438930897919,27.0
