seller_id,seller_state,orders,merchandise_value_brl,late_delivery_rate_pct,average_review_score,operational_status
aafe36600ce604f205b86b5084d3d767,SC,129,9251.4,4.65,4.4,monitor
4d6d651bd7684af3fffabd5f08d12e5a,SP,368,43517.5,4.62,4.19,monitor
e8b3a3a38279a82f0e5d006d5e5b7d2c,PR,87,13154.7,4.6,3.79,monitor
febab0275244b9a49a623f0bd613ca2f,SP,109,7272.42,4.59,4.38,monitor
36a968b544695394e4e9d7572688598f,SP,153,8341.97,4.58,3.67,monitor
bd23da7354813347129d751591d1a6e2,SP,88,10264.4,4.55,4.02,monitor
de722cd6dad950a92b7d4f82673f8833,PE,339,55426.1,4.42,4.27,monitor
710e3548e02bc1d2831dfc4f1b5b14d4,PR,136,23979.11,4.41,3.35,monitor
94144541854e298c2d976cb893b81343,RS,68,17286.28,4.41,4.24,monitor
c33847515fa6305ce6feb1e818569f13,SC,114,15519.85,4.39,3.85,monitor
669ae81880e08f269a64487cfb287169,SC,161,13133.87,4.35,4.26,monitor
7b07b3c7487f0ea825fc6df75abd658b,SP,92,9332.09,4.35,4.38,monitor
ca3bd7cd9f149df75950150d010fe4a2,SP,70,9705.67,4.29,4.0,monitor
53243585a1d6dc2643021fd1853d8905,BA,358,222776.05,4.19,4.12,monitor
9de4643a8dbde634fe55621059d92273,SC,72,17560.34,4.17,4.53,monitor
9d4db00d65d7760644ac0c14edb5fd86,SP,98,9979.7,4.08,4.48,monitor
80e6699fe29150b372a0c8a1ebf7dcc8,PR,98,11441.56,4.08,4.29,monitor
9e6229250fedbe05838fef417b74e7fb,SP,74,13132.2,4.05,3.89,monitor
080102cd0a76b09e0dcf55fcacc60e05,MG,124,5716.78,4.03,4.48,monitor
25cf099de44674fde97473224f9d59ab,SP,50,1654.36,4.0,4.26,monitor
d94a40fd42351c259927028d163af842,MG,101,13823.8,3.96,4.15,monitor
dfa0c4c6229ab200a4a1336b4d7128ff,SC,77,4777.1,3.9,4.0,monitor
6b243f80ed07b10f0e8aa0f21a205f3c,PR,79,6260.1,3.8,4.27,monitor
0db783cfcd3b73998abc6e10e59a102f,SP,132,9077.4,3.79,4.2,monitor
dbb9b48c841a0e39e21f98e1a6b2ec3e,SP,108,7186.85,3.7,4.27,monitor
750303a20e9c56b2a6bc45cdce0b897d,GO,54,8085.0,3.7,4.24,monitor
0b90b6df587eb83608a64ea8b390cf07,PR,164,28592.32,3.66,4.0,monitor
db4350fd57ae30082dec7acbaacc17f9,SP,137,3331.31,3.65,4.15,monitor
062ce95fa2ad4dfaedfc79260130565f,RS,55,7521.0,3.64,4.04,monitor
6c177e38df6d3f34182b1f1d427231bf,PR,55,8341.89,3.64,4.04,monitor
eeb6de78f79159600292e314a77cbd18,SC,83,43739.84,3.61,4.45,monitor
0432ead42b6c8a0bdf68154add917fdf,SP,83,7669.3,3.61,4.49,monitor
ebd2d60905fb58271facef5596b620d3,SP,84,7941.72,3.57,4.15,monitor
9674754b5a0cb32b638cec001178f799,SP,84,4941.73,3.57,4.11,monitor
85d9eb9ddc5d00ca9336a2219c97bb13,MG,508,15383.34,3.54,4.18,monitor
1c68394e931a64f90ea236c5ea590300,PR,142,24832.75,3.52,3.9,monitor
376a891762bbdecbc02b4b6adec3fdda,GO,57,6406.23,3.51,4.67,monitor
562fc2f2c2863ab7e79a9e4388a58a14,SP,258,8754.22,3.49,4.22,monitor
44073f8b7e41514de3b7815dd0237f4f,DF,144,18729.64,3.47,3.75,monitor
c864036feaab8c1659f65ea4faebe1da,PR,58,10454.2,3.45,4.57,monitor
95e03ca3d4146e4011985981aeb959b9,RJ,175,11009.96,3.43,3.97,monitor
c6bda72e4dbf5c5866b13cb1810c6d03,SP,59,14059.38,3.39,4.39,monitor
5cf13accae3222c70a9cac40818ae839,MG,149,14383.2,3.36,4.46,monitor
86ccac0b835037332a596a33b6949ee1,SC,179,16593.24,3.35,4.2,monitor
709e16e2b25c7474d980076c6bfc4806,SP,60,5151.9,3.33,4.52,monitor
fcb5ace8bcc92f75707dc0f01a27d269,SP,61,8205.38,3.28,3.92,monitor
d57e18d5f73c7ccb7f7339b61166898d,SP,61,3187.7,3.28,4.43,monitor
b92e3c8f9738272ff7c59e111e108d7c,MG,62,8231.09,3.23,4.16,monitor
ff063b022a9a0aab91bad2c9088760b7,SP,94,12076.5,3.19,4.28,monitor
520b493b57809f446cb0a233bb3e25c7,SP,63,3698.9,3.17,4.3,monitor
91f848e9f4be368f4318775aac733370,SP,63,5932.6,3.17,4.21,monitor
b76dba6c951ab00dc4edf0a1aa88037e,SP,159,2574.78,3.14,4.16,monitor
76d64c4aca3a7baf218bf93ef7fa768d,PR,64,16911.8,3.13,4.23,monitor
2a84855fd20af891be03bc5924d2b453,MG,161,15524.4,3.11,4.3,monitor
8a32e327fe2c1b3511609d81aaf9f042,SP,130,6291.08,3.08,3.88,monitor
d566c37fa119d5e66c4e9052e83ee4ea,SP,65,5145.7,3.08,4.63,monitor
5c243662ce92d84573bfaff24c3e3700,SP,98,32862.02,3.06,4.11,monitor
7722b1df1b0e383e000397b2c11e3e19,SP,134,7094.09,2.99,4.2,monitor
48162d548f5b1b11b9d29d1e01f75a61,SP,67,20223.04,2.99,3.94,monitor
066a6914e1ebf3ea95a216c73a986b91,PR,68,9410.38,2.94,4.04,monitor
ac3508719a1d8f5b7614b798f70af136,RS,103,12775.84,2.91,4.53,monitor
9646c3513289980f17226a2fc4720dbd,SP,69,2964.4,2.9,4.45,monitor
aaed1309374718fdd995ee4c58c9dfcd,SC,105,9376.95,2.86,4.07,monitor
30a2f535bb48308f991d0b9ad4a8c4bb,SP,71,4731.3,2.82,4.28,monitor
1127b7f2594683f2510f1c2c834a486b,SP,110,6669.7,2.73,4.19,monitor
966cb4760537b1404caedd472cc610a5,SP,75,51286.05,2.67,3.83,monitor
17ca9b9e9b9ef8fdb529001b49ebb50f,MG,116,9754.83,2.59,4.04,monitor
37be5a7c751166fbc5f8ccba4119e043,SP,272,55350.55,2.57,4.31,monitor
080199a181c46c657dc5aa235411be3b,SP,79,14504.2,2.53,4.62,monitor
c3cfdc648177fdbbbb35635a37472c53,PR,278,43048.18,2.52,4.47,monitor
dbc22125167c298ef99da25668e1011f,MG,402,33558.18,2.49,4.29,monitor
e26901d5ab434ce92fd9b5c256820a4e,SP,201,11911.0,2.49,4.14,monitor
8bb48dc19fccaa8613b6229bf7f452a2,SP,82,4190.72,2.44,4.41,monitor
cab85505710c7cb9b720bceb52b01cee,SP,206,11389.1,2.43,4.27,monitor
d98eec89afa3380e14463da2aabaea72,RS,168,6968.53,2.38,4.32,monitor
609e1a9a6c2539919b8205cf7c4e6ff0,SC,87,6595.23,2.3,3.78,monitor
ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,135,10682.65,2.22,3.81,monitor
259f7b5e6e482c230e5bfaa670b6bb8f,SP,138,8526.04,2.17,4.28,monitor
06e5eefc71ec47ae763c5c6f8db7064f,RS,92,22188.56,2.17,3.89,monitor
b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,144,6656.09,2.08,4.22,monitor
6cd68b3ed6d59aaa9fece558ad360c0a,MG,149,11188.57,2.01,4.46,monitor
b1a81260566c1bac3114a6d124413f27,RS,51,8684.69,1.96,4.27,monitor
751bdc4d83a466c7206cd42e8f426b03,SP,52,6540.95,1.92,3.87,monitor
33a6f4b1e7cdc205511e76ba1b6e0186,SP,105,10295.01,1.9,4.41,monitor
612170e34b97004b3ba37eae81836b4c,RS,107,23065.02,1.87,4.43,monitor
2dee2ce60de9709b1a24083217181a1f,MT,54,7784.5,1.85,4.43,monitor
a5cba26a62b8b4d0145b68b841e62e7f,PR,54,14737.84,1.85,4.52,monitor
289cdb325fb7e7f891c38608bf9e0962,SP,110,13544.95,1.82,4.57,monitor
1b8356dabde1d35e17cef975c3f82730,SP,56,3426.39,1.79,4.16,monitor
6c7d50c24b3ccd2fd83b44d8bb34e073,SP,113,8572.65,1.77,4.39,monitor
0ea22c1cfbdc755f86b9b54b39c16043,MG,237,10711.7,1.69,4.37,monitor
582d4f8675b945722eda7c0cb61ba4c7,SP,59,4702.96,1.69,4.15,monitor
229c3efbfb0ea2058de4ccdfbc3d784a,MG,121,15744.0,1.65,3.6,monitor
8ae520247981aa06bc94abddf5f46d34,SC,65,16320.99,1.54,4.45,monitor
12b9676b00f60f3b700e83af21824c0e,RS,134,26575.0,1.49,4.56,monitor
9d5a9018aee56acb367ba9c3f05d1d6a,GO,67,10292.31,1.49,4.42,monitor
cb8bcce248bb1fb274ba762d8b971456,MG,68,9402.2,1.47,4.25,monitor
822166ed1e47908f7cfb49946d03c726,RJ,69,3714.83,1.45,3.94,monitor
d921b68bf747894be13a97ae52b0f386,MG,77,15645.8,1.3,4.56,monitor
d12c926d74ceff0a90a21184466ce161,SP,78,3944.18,1.28,4.35,monitor
744dac408745240a2c2528fb1b6028f3,PR,79,22490.6,1.27,4.57,monitor
0df3984f9dfb3d49ac6366acbd3bbb85,MG,86,9891.49,1.16,4.38,monitor
725c32fa80c2faacc4fc88450d27314e,SP,89,7838.88,1.12,4.44,monitor
530ec6109d11eaaf87999465c6afee01,PR,97,12983.81,1.03,4.24,monitor
8c16d1f32a54d92897cc437244442e1b,SC,108,5642.6,0.93,4.33,monitor
0bae85eb84b9fb3bd773911e89288d54,SP,137,7482.21,0.73,4.27,monitor
fc906263ca5083d09dce42fe02247800,MG,114,4497.7,0.0,4.35,monitor
9616352088dcf83a7c06637f4ebf1c80,PR,92,5703.0,0.0,4.32,monitor
f3b80352b986ab4d1057a4b724be19d0,DF,87,10505.1,0.0,4.17,monitor
b372ee768ed69e46ca8cdbd267aa7a38,SP,63,12630.0,0.0,4.43,monitor
57e632711dec9ec14ca7546769483e7e,SC,62,6350.06,0.0,4.42,monitor
e882b2a25a10b9c057cc49695f222c19,RJ,57,51057.54,0.0,4.58,monitor
cc63f0dd2acba93ffed4fe9f8e0321fa,SP,55,7096.71,0.0,4.09,monitor
fa1a9dec3a9940c072684a46728bf1fc,SC,55,6674.0,0.0,4.05,monitor
3504c0cb71d7fa48d967e0e4c94d59d9,SP,53,2349.94,0.0,4.42,monitor
2b3e4a2a3ea8e01938cabda2a3e5cc79,SP,52,23629.15,0.0,4.37,monitor
