month,n,pr_auc,roc_auc,precision,recall,flag_rate,prevalence
2025-09,2280,0.06928423147240953,0.6574499713439679,0.0975609756097561,0.05263157894736842,0.017982456140350878,0.03333333333333333
2025-10,11160,0.10344067597315176,0.6896511284539126,0.20948616600790515,0.13766233766233765,0.02267025089605735,0.03449820788530466
2025-11,10560,0.11122823890111408,0.6856534790087774,0.17793594306049823,0.11389521640091116,0.026609848484848486,0.0415719696969697
